Timestamp,CO2Emission
2022-12-11T23:30:00,243.0
2022-12-11T23:30:00,243.0
2022-12-11T23:25:00,244.0
2022-12-11T08:50:00,224.0
2022-12-11T08:50:00,224.0
2022-12-11T08:45:00,220.0
2022-12-11T08:45:00,220.0
2022-12-11T08:40:00,219.0
2022-12-11T19:05:00,223.0
2022-12-11T19:05:00,223.0
2022-12-11T19:00:00,220.0
2022-12-11T19:00:00,220.0
2022-12-11T18:55:00,220.0
2022-12-11T22:05:00,225.0
2022-12-11T22:05:00,225.0
2022-12-11T22:00:00,225.0
2022-12-11T22:00:00,225.0
2022-12-11T21:55:00,230.0
2022-12-11T11:35:00,245.0
2022-12-11T11:35:00,245.0
2022-12-11T11:30:00,245.0
2022-12-11T11:30:00,245.0
2022-12-11T11:25:00,246.0
2022-12-10T20:00:00,255.0
2022-12-10T20:00:00,255.0
2022-12-10T19:55:00,253.0
2022-12-10T19:55:00,253.0
2022-12-10T19:50:00,248.0
2022-12-11T17:35:00,213.0
2022-12-11T17:35:00,213.0
2022-12-11T17:30:00,213.0
2022-12-11T17:30:00,213.0
2022-12-11T17:25:00,214.0
2022-12-11T20:25:00,255.0
2022-12-11T20:25:00,255.0
2022-12-11T20:20:00,253.0
2022-12-11T20:20:00,253.0
2022-12-11T20:15:00,244.0
2022-12-11T22:35:00,245.0
2022-12-11T22:35:00,245.0
2022-12-11T22:30:00,248.0
2022-12-11T22:30:00,248.0
2022-12-11T22:25:00,245.0
2022-12-11T21:50:00,233.0
2022-12-11T21:50:00,233.0
2022-12-11T21:45:00,236.0
2022-12-11T21:45:00,236.0
2022-12-11T21:40:00,239.0
2022-12-11T15:50:00,234.0
2022-12-11T15:50:00,234.0
2022-12-11T15:45:00,231.0
2022-12-11T15:45:00,231.0
2022-12-11T15:40:00,234.0
2022-12-11T08:35:00,218.0
2022-12-11T08:35:00,218.0
2022-12-11T08:30:00,217.0
2022-12-11T08:30:00,217.0
2022-12-11T08:25:00,216.0
2022-12-11T21:45:00,236.0
2022-12-11T21:45:00,236.0
2022-12-11T21:40:00,239.0
2022-12-11T21:40:00,239.0
2022-12-11T21:35:00,237.0
2022-12-11T07:55:00,218.0
2022-12-11T07:55:00,218.0
2022-12-11T07:50:00,226.0
2022-12-11T07:50:00,226.0
2022-12-11T07:45:00,224.0
2022-12-11T06:55:00,233.0
2022-12-11T06:55:00,233.0
2022-12-11T06:50:00,228.0
2022-12-11T06:50:00,228.0
2022-12-11T06:45:00,222.0
2022-12-11T06:05:00,227.0
2022-12-11T06:05:00,227.0
2022-12-11T06:00:00,227.0
2022-12-11T06:00:00,227.0
2022-12-11T05:55:00,229.0
2022-12-11T23:05:00,244.0
2022-12-11T23:05:00,244.0
2022-12-11T23:00:00,245.0
2022-12-11T23:00:00,245.0
2022-12-11T22:55:00,241.0
2022-12-11T13:50:00,245.0
2022-12-11T13:50:00,245.0
2022-12-11T13:45:00,241.0
2022-12-11T13:45:00,241.0
2022-12-11T13:40:00,237.0
2022-12-11T23:40:00,243.0
2022-12-11T23:40:00,243.0
2022-12-11T23:35:00,242.0
2022-12-11T23:35:00,242.0
2022-12-11T23:30:00,243.0
2022-12-11T07:25:00,225.0
2022-12-11T07:25:00,225.0
2022-12-11T07:20:00,224.0
2022-12-11T07:20:00,224.0
2022-12-11T07:15:00,221.0
2022-12-11T12:35:00,262.0
2022-12-11T12:35:00,262.0
2022-12-11T12:30:00,261.0
2022-12-11T12:30:00,261.0
2022-12-11T12:25:00,266.0
2022-12-11T08:25:00,216.0
2022-12-11T08:25:00,216.0
2022-12-11T08:20:00,218.0
2022-12-11T08:20:00,218.0
2022-12-11T08:15:00,216.0
2022-12-11T20:55:00,248.0
2022-12-11T20:55:00,248.0
2022-12-11T20:50:00,247.0
2022-12-11T20:50:00,247.0
2022-12-11T20:45:00,251.0
2022-12-11T10:20:00,237.0
2022-12-11T10:20:00,237.0
2022-12-11T10:15:00,243.0
2022-12-11T10:15:00,243.0
2022-12-11T10:10:00,249.0
2022-12-11T19:50:00,234.0
2022-12-11T19:50:00,234.0
2022-12-11T19:45:00,233.0
2022-12-11T19:45:00,233.0
2022-12-11T19:40:00,228.0
2022-12-11T22:55:00,241.0
2022-12-11T22:55:00,241.0
2022-12-11T22:50:00,238.0
2022-12-11T22:50:00,238.0
2022-12-11T22:45:00,237.0
2022-12-11T11:50:00,242.0
2022-12-11T11:50:00,242.0
2022-12-11T11:45:00,244.0
2022-12-11T11:45:00,244.0
2022-12-11T11:40:00,245.0
2022-12-11T06:20:00,220.0
2022-12-11T06:20:00,220.0
2022-12-11T06:15:00,224.0
2022-12-11T06:15:00,224.0
2022-12-11T06:10:00,225.0
2022-12-11T13:50:00,245.0
2022-12-11T13:50:00,245.0
2022-12-11T13:45:00,241.0
2022-12-11T13:45:00,241.0
2022-12-11T13:40:00,237.0
2022-12-11T18:05:00,215.0
2022-12-11T18:05:00,215.0
2022-12-11T18:00:00,213.0
2022-12-11T18:00:00,213.0
2022-12-11T17:55:00,215.0
2022-12-11T11:10:00,243.0
2022-12-11T11:10:00,243.0
2022-12-11T11:05:00,241.0
2022-12-11T11:05:00,241.0
2022-12-11T11:00:00,240.0
2022-12-11T12:50:00,261.0
2022-12-11T12:50:00,261.0
2022-12-11T12:45:00,263.0
2022-12-11T12:45:00,263.0
2022-12-11T12:40:00,265.0
2022-12-11T05:25:00,226.0
2022-12-11T05:25:00,226.0
2022-12-11T05:20:00,233.0
2022-12-11T05:20:00,233.0
2022-12-11T05:15:00,237.0
2022-12-11T12:25:00,266.0
2022-12-11T12:25:00,266.0
2022-12-11T12:20:00,269.0
2022-12-11T12:20:00,269.0
2022-12-11T12:15:00,262.0
2022-12-11T15:25:00,232.0
2022-12-11T15:25:00,232.0
2022-12-11T15:20:00,241.0
2022-12-11T15:20:00,241.0
2022-12-11T15:15:00,246.0
2022-12-11T21:35:00,237.0
2022-12-11T21:35:00,237.0
2022-12-11T21:30:00,236.0
2022-12-11T21:30:00,236.0
2022-12-11T21:25:00,237.0
2022-12-11T09:25:00,241.0
2022-12-11T09:25:00,241.0
2022-12-11T09:20:00,248.0
2022-12-11T09:20:00,248.0
2022-12-11T09:15:00,243.0
2022-12-11T19:25:00,227.0
2022-12-11T19:25:00,227.0
2022-12-11T19:20:00,227.0
2022-12-11T19:20:00,227.0
2022-12-11T19:15:00,227.0
2022-12-11T22:50:00,238.0
2022-12-11T22:50:00,238.0
2022-12-11T22:45:00,237.0
2022-12-11T22:45:00,237.0
2022-12-11T22:40:00,240.0
2022-12-11T05:05:00,230.0
2022-12-11T05:05:00,230.0
2022-12-11T05:00:00,225.0
2022-12-11T05:00:00,225.0
2022-12-11T04:55:00,221.0
2022-12-11T14:35:00,240.0
2022-12-11T14:35:00,240.0
2022-12-11T14:30:00,235.0
2022-12-11T14:30:00,235.0
2022-12-11T14:25:00,238.0
2022-12-11T23:05:00,244.0
2022-12-11T23:05:00,244.0
2022-12-11T23:00:00,245.0
2022-12-11T23:00:00,245.0
2022-12-11T22:55:00,241.0
2022-12-11T06:35:00,212.0
2022-12-11T06:35:00,212.0
2022-12-11T06:30:00,208.0
2022-12-11T06:30:00,208.0
2022-12-11T06:25:00,212.0
2022-12-11T14:25:00,238.0
2022-12-11T14:25:00,238.0
2022-12-11T14:20:00,239.0
2022-12-11T14:20:00,239.0
2022-12-11T14:15:00,238.0
2022-12-11T21:40:00,239.0
2022-12-11T21:40:00,239.0
2022-12-11T21:35:00,237.0
2022-12-11T21:35:00,237.0
2022-12-11T21:30:00,236.0
2022-12-11T13:05:00,261.0
2022-12-11T13:05:00,261.0
2022-12-11T13:00:00,263.0
2022-12-11T13:00:00,263.0
2022-12-11T12:55:00,261.0
2022-12-11T15:05:00,237.0
2022-12-11T15:05:00,237.0
2022-12-11T15:00:00,236.0
2022-12-11T15:00:00,236.0
2022-12-11T14:55:00,239.0
2022-12-11T16:25:00,229.0
2022-12-11T16:25:00,229.0
2022-12-11T16:20:00,225.0
2022-12-11T16:20:00,225.0
2022-12-11T16:15:00,226.0
2022-12-11T22:20:00,242.0
2022-12-11T22:20:00,242.0
2022-12-11T22:15:00,238.0
2022-12-11T22:15:00,238.0
2022-12-11T22:10:00,230.0
2022-12-11T23:10:00,238.0
2022-12-11T23:10:00,238.0
2022-12-11T23:05:00,244.0
2022-12-11T23:05:00,244.0
2022-12-11T23:00:00,245.0
2022-12-11T10:10:00,249.0
2022-12-11T10:10:00,249.0
2022-12-11T10:05:00,250.0
2022-12-11T10:05:00,250.0
2022-12-11T10:00:00,251.0
2022-12-11T23:25:00,244.0
2022-12-11T23:25:00,244.0
2022-12-11T23:20:00,243.0
2022-12-11T23:20:00,243.0
2022-12-11T23:15:00,241.0
2022-12-11T07:35:00,226.0
2022-12-11T07:35:00,226.0
2022-12-11T07:30:00,227.0
2022-12-11T07:30:00,227.0
2022-12-11T07:25:00,225.0
2022-12-11T20:40:00,255.0
2022-12-11T20:40:00,255.0
2022-12-11T20:35:00,255.0
2022-12-11T20:35:00,255.0
2022-12-11T20:30:00,255.0
2022-12-11T23:15:00,241.0
2022-12-11T23:15:00,241.0
2022-12-11T23:10:00,238.0
2022-12-11T23:10:00,238.0
2022-12-11T23:05:00,244.0
2022-12-11T17:10:00,222.0
2022-12-11T17:10:00,222.0
2022-12-11T17:05:00,227.0
2022-12-11T17:05:00,227.0
2022-12-11T17:00:00,231.0
2022-12-11T19:40:00,228.0
2022-12-11T19:40:00,228.0
2022-12-11T19:35:00,224.0
2022-12-11T19:35:00,224.0
2022-12-11T19:30:00,228.0
2022-12-11T16:50:00,234.0
2022-12-11T16:50:00,234.0
2022-12-11T16:45:00,230.0
2022-12-11T16:45:00,230.0
2022-12-11T16:40:00,232.0
2022-12-18T21:25:00,126.0
2022-12-18T21:25:00,126.0
2022-12-18T21:20:00,120.0
2022-12-18T21:20:00,120.0
2022-12-18T21:15:00,120.0
2022-12-11T23:10:00,238.0
2022-12-11T23:10:00,238.0
2022-12-11T23:05:00,244.0
2022-12-11T23:05:00,244.0
2022-12-11T23:00:00,245.0
2022-12-11T11:20:00,247.0
2022-12-11T11:20:00,247.0
2022-12-11T11:15:00,246.0
2022-12-11T11:15:00,246.0
2022-12-11T11:10:00,243.0
2022-12-11T23:35:00,242.0
2022-12-11T23:35:00,242.0
2022-12-11T23:30:00,243.0
2022-12-11T23:30:00,243.0
2022-12-11T23:25:00,244.0
2022-12-18T21:35:00,127.0
2022-12-18T21:35:00,127.0
2022-12-18T21:30:00,130.0
2022-12-18T21:30:00,130.0
2022-12-18T21:25:00,126.0
2022-12-11T18:55:00,220.0
2022-12-11T18:55:00,220.0
2022-12-11T18:50:00,218.0
2022-12-11T18:50:00,218.0
2022-12-11T18:45:00,219.0
2022-12-11T23:45:00,245.0
2022-12-11T23:45:00,245.0
2022-12-11T23:40:00,243.0
2022-12-11T23:40:00,243.0
2022-12-11T23:35:00,242.0
2022-12-11T09:10:00,236.0
2022-12-11T09:10:00,236.0
2022-12-11T09:05:00,233.0
2022-12-11T09:05:00,233.0
2022-12-11T09:00:00,230.0
2022-12-11T18:40:00,218.0
2022-12-11T18:40:00,218.0
2022-12-11T18:35:00,216.0
2022-12-11T18:35:00,216.0
2022-12-11T18:30:00,214.0
2022-12-11T23:40:00,243.0
2022-12-11T23:40:00,243.0
2022-12-11T23:35:00,242.0
2022-12-11T23:35:00,242.0
2022-12-11T23:30:00,243.0
2022-12-11T08:10:00,216.0
2022-12-11T08:10:00,216.0
2022-12-11T08:05:00,215.0
2022-12-11T08:05:00,215.0
2022-12-11T08:00:00,211.0
2022-12-11T20:05:00,234.0
2022-12-11T20:05:00,234.0
2022-12-11T20:00:00,233.0
2022-12-11T20:00:00,233.0
2022-12-11T19:55:00,237.0
2022-12-11T05:55:00,229.0
2022-12-11T05:55:00,229.0
2022-12-11T05:50:00,227.0
2022-12-11T05:50:00,227.0
2022-12-11T05:45:00,223.0
""
